Title,URL,Description,Regulation Number,Sector,Sub Sector,Regulation Type,Year,status
Peraturan Bank Indonesia tentang Perubahan atas Peraturan Bank Indonesia Nomor 11/19/PBI/2009 tentang Sertifikasi Manajemen Risiko bagi Pengurus dan Pejabat Bank Umum,/id/regulasi/Pages/PBI-tentang-Perubahan-atas-PBI-Nomor-1119PBI2009-tentang-Sertifikasi-Manajemen-Risiko-bagi-Pengurus-dan-Pejabat-Bank-Umum.aspx,Peraturan Bank Indonesia tentang Perubahan atas PBI Nomor 1119PBI2009 tentang Sertifikasi Manajemen Risiko bagi Pengurus dan Pejabat Bank Umum,12/ 7 /PBI/2010,Perbankan,Bank Umum,PPBI,2010,Success
XI. B2. Pembelian Kembali Saham yang Dikeluarkan Oleh Emiten atau Perusahaan Publik Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-XIB2-tentang-Pembelian-Kembali-Saham-yang-Dikeluarkan-Oleh-Emiten-atau-Perusahaan-Publik.aspx,XI. B2. Pembelian Kembali Saham yang Dikeluarkan Oleh Emiten atau Perusahaan Publik Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-105/BL/2010,Pasar Modal,Emiten dan Perusahaan Publik,Klasifikasi Bapepam,2010,Success
Peraturan Menteri Keuangan tentang Perubahan atas Keputusan Menteri Keuangan Nomor 513/KMK.06/2002 tentang Persyaratan Pengurus dan Dewan Pengawas Dana Pensiun Pemberi Kerja dan Pelaksana Tugas Pengurus Dana Pensiun Lembaga Keuangan,/id/regulasi/Pages/PMK-Nomor-36.PMK.010.2010.aspx,Peraturan Menteri Keuangan tentang Perubahan atas Keputusan Menteri Keuangan Nomor 513/KMK.06/2002 tentang Persyaratan Pengurus dan Dewan Pengawas Dana Pensiun Pemberi Kerja dan Pelaksana Tugas Pengurus Dana Pensiun Lembaga Keuangan,36/PMK.010/2010,IKNB,Dana Pensiun,Peraturan/Keputusan Mentri,2010,Success
Peraturan Menteri Keuangan tentang Penerapan Prinsip Mengenal Nasabah bagi Lembaga Keuangan Non Bank,/id/regulasi/Pages/PMK-Nomor-30.PMK.010.2010.aspx,Peraturan Menteri Keuangan tentang Penerapan Prinsip Mengenal Nasabah bagi Lembaga Keuangan Non Bank,30/PMK.010/2010,IKNB,"IKNB Syariah, Perbankan Syariah, Asuransi, Dana Pensiun, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Peraturan/Keputusan Mentri,2010,Success
Peraturan Menteri Keuangan Nomor 18/PMK.010/2010 tentang Penerapan Prinsip Dasar Penyelenggaraan Usaha Asuransi dan Usaha Reasuransi dengan Prinsip Syariah,/id/regulasi/Pages/PMK-Nomor-18PMK.010-Tahun-2010-tentang-Penerapan-Prinsip-Dasar-Penyelenggaraan-Usaha-Asuransi-dan-Usaha-Reasuransi.aspx,Peraturan Menteri Keuangan Nomor 18/PMK.010/2010 tentang Penerapan Prinsip Dasar Penyelenggaraan Usaha Asuransi dan Usaha Reasuransi dengan Prinsip Syariah,18/PMK.010/2010,IKNB,"IKNB Syariah, Asuransi",Peraturan/Keputusan Mentri,2010,Success
"Peraturan Menteri Keuangan tentang Tata Cara Pemotongan Pajak Penghasilan Pasal 21 atas Penghasilan berupa Uang Pesangon, Uang Manfaat Pensiun, Tunjangan Hari Tua, dan Jaminan Hari Tua yang Dibayarkan Sekaligus",/id/regulasi/Pages/PMK-Nomor-16.PMK.03.2010.aspx,"Peraturan Menteri Keuangan  tentang Tata Cara Pemotongan Pajak Penghasilan Pasal 21 atas Penghasilan berupa Uang Pesangon, Uang Manfaat Pensiun, Tunjangan Hari Tua, dan Jaminan Hari Tua yang Dibayarkan Sekaligus",16/PMK.03/2010,IKNB,Dana Pensiun,Peraturan/Keputusan Mentri,2010,Success
Peraturan BAPEPAM tentang Referensi Premi Murni serta Unsur Biaya Administrasi dan Biaya Minimum Lainnya Pada Lini Usaha Asuransi Kendaraan Bermotor Tahun 2010,/id/regulasi/Pages/Peraturan-BAPEPAM-tentang-Referensi-Premi-Murni-serta-Unsur-Biaya-Administrasi-dan-Biaya-Minimum-Lainnya-2009.aspx,Peraturan BAPEPAM tentang Referensi Premi Murni serta Unsur Biaya Administrasi dan Biaya Minimum Lainnya Pada Lini Usaha Asuransi Kendaraan Bermotor Tahun 2010,PER- 07/BL/2009,IKNB,Asuransi,Peraturan Bapepam,2009,Success
V.D.11. Pedoman Pelaksanaan Fungsi-Fungsi Manajer Investasi Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-VD11-tentang-Pedoman-Pelaksanaan-Fungsi-Fungsi-Manajer-Investasi.aspx,V.D.11. Pedoman Pelaksanaan Fungsi-Fungsi Manajer Investasi Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP- 480/BL/2009,Pasar Modal,Penasehat Investasi,Klasifikasi Bapepam,2009,Success
V.A.3. Perizinan Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Manajer Investasi Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-VA3-tentang-Perizinan-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-Sebagai-Manajer-Investasi.aspx,V.A.3. Perizinan Perusahaan Efek yang Melakukan Kegiatan Usaha Sebagai Manajer Investasi Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP- 479/BL/2009,Pasar Modal,"Perusahaan Efek, Wakil Perusahaan Efek",Klasifikasi Bapepam,2009,Success
Peraturan Menteri Keuangan tentang Bidang Penanaman Modal Tertentu yang Memberikan Penghasilan kepada Dana Pensiun yang Dikecualikan sebagai Objek Pajak Penghasilan,/id/regulasi/Pages/PMK-Nomor-234.PMK.03.2009.aspx,Peraturan Menteri Keuangan tentang Bidang Penanaman Modal Tertentu yang Memberikan Penghasilan kepada Dana Pensiun yang Dikecualikan sebagai Objek Pajak Penghasilan,234/PMK.03/2009,IKNB,Dana Pensiun,Peraturan/Keputusan Mentri,2009,Success
V.D.10. Prinsip Mengenai Nasabah oleh Penyedia Jasa Keuangan di Bidang Pasar Modal Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-VD10-tentang-Prinsip-Mengenai-Nasabah-oleh-Penyedia-Jasa-Keuangan-di-Bidang-Pasar-Modal.aspx,V.D.10. Prinsip Mengenai Nasabah oleh Penyedia Jasa Keuangan di Bidang Pasar Modal Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP- 476/BL/2009,Pasar Modal,"Bursa Efek, Perusahaan Efek",Surat Edaran OJK,2009,Success
IX. D4. Penambahan Modal Tanpa Hak Memesan Efek Terlebih Dahulu Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-IXD4-tentang-Penambahan-Modal-Tanpa-Hak-Memesan-Efek-Terlebih-Dahulu.aspx,IX. D4. Penambahan Modal Tanpa Hak Memesan Efek Terlebih Dahulu Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP- 429/BL/2009,Pasar Modal,Emiten dan Perusahaan Publik,Klasifikasi Bapepam,2009,Need to sign in
Peraturan Bank Indonesia tentang Pelaksanaan Good Corporate Governance bagi Bank Umum Syariah dan Unit Usaha Syariah,/id/regulasi/Pages/PBI-tentang-Pelaksanaan-Good-Corporate-Governance-bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,Peraturan Bank Indonesia tentang Pelaksanaan Good Corporate Governance bagi Bank Umum Syariah dan Unit Usaha Syariah,11/ 33 /PBI/2009,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2009,Success
IX. E1. Transaksi Afiliasi dan Benturan Kepentingan Transaksi Tertentu Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-IXE1-tentang-Transaksi-Afiliasi-dan-Benturan-Kepentingan-Transaksi-Tertentu.aspx,IX. E1. Transaksi Afiliasi dan Benturan Kepentingan Transaksi Tertentu Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,Kep-412/BL/2009,Pasar Modal,"Bank Umum, Emiten dan Perusahaan Publik",Klasifikasi Bapepam,2009,Success
Peraturan Bank Indonesia tentang Uji Kemampuan dan Kepatutan (Fit and Proper Test) Bank Syariah dan Unit Usaha Syariah ,/id/regulasi/Pages/PBI-tentang-Uji-Kemampuan-dan-Kepatutan-(Fit-and-Proper-Test)-Bank-Syariah-dan-Unit-Usaha-Syariah-2009.aspx,Peraturan Bank Indonesia tentang Uji Kemampuan dan Kepatutan (Fit and Proper Test) Bank Syariah dan Unit Usaha Syariah,11/ 31 /PBI/2009,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2009,Success
Peraturan Bank Indonesia tentang Fasilitas Pendanaan Jangka Pendek Syariah bagi Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/PBI-tentang-Fasilitas-Pendanaan-Jangka-Pendek-Syariahh-bagi-Bank-Pembiayaan-Rakyat-Syariah.aspx,Peraturan Bank Indonesia tentang Fasilitas Pendanaan Jangka Pendek Syariah bagi Bank Pembiayaan Rakyat Syariah,11/29/PBI/2009,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2009,Success
Peraturan Bank Indonesia tentang Fasilitas Pendanaan Jangka Pendek Syariah bagi Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/PBI-tentang-Fasilitas-Pendanaan-Jangka-Pendek-Syariah-bagi-Bank-Pembiayaan-Rakyat-Syariah.aspx,Peraturan Bank Indonesia tentang Fasilitas Pendanaan Jangka Pendek Syariah bagi Bank Pembiayaan Rakyat Syariah,11/29/PBI/2009,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2009,Success
Peraturan Bank Indonesia tentang Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme bagi Bank Umum ,/id/regulasi/Pages/PBI-tentang-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-bagi-Bank-Umum-2009.aspx,Peraturan Bank Indonesia tentang Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme bagi Bank Umum,11/ 28 /PBI/2009,Perbankan,Bank Umum,PPBI,2009,Success
Peraturan Bank Indonesia tentang Perubahan atas Peraturan Bank Indonesia Nomor 8/10/PBI/2006 tentang Perlakuan Khusus Terhadap Kredit Bank Pasca Bencana Alam di Propinsi Daerah Istimewa Yogyakarta dan Daerah Sekitarnya di Propinsi Jawa Tengah,/id/regulasi/Pages/PBI-tentang-PBI-Nomor-810PBI2006-tentang-Perlakuan-Khusus-terhadap-Kredit-Bank-Pasca-Bencana-Alam.aspx,Peraturan Bank Indonesia tentang Perubahan atas Peraturan Bank Indonesia Nomor 8/10/PBI/2006 tentang Perlakuan Khusus Terhadap Kredit Bank Pasca Bencana Alam di Propinsi Daerah Istimewa Yogyakarta dan Daerah Sekitarnya di Propinsi Jawa Tengah,11/ 27 /PBI/2009,Perbankan,Bank Umum,PPBI,2009,Success
Peraturan Bank Indonesia tentang Prinsip Kehati-hatian dalam Melaksanakan Kegiatan Structured Product bagi Bank Umum,/id/regulasi/Pages/PBI-tentang-Prinsip-Kehati-hatian-dalam-Melaksanakan-Kegiatan-Structured-Product-bagi-Bank-Umum.aspx,Peraturan Bank Indonesia tentang Prinsip Kehati-hatian dalam Melaksanakan Kegiatan Structured Product bagi Bank Umum,11/ 26 /PBI/2009,Perbankan,Bank Umum,PPBI,2009,Success
Peraturan Bank Indonesia tentang Perubahan atas Peraturan Bank Indonesia Nomor 5/8/PBI/2009 tentang Penerapan Manajemen Risiko bagi Bank Umum,/id/regulasi/Pages/PBI-tentang-Perubahan-atas-PBI-Nomor-58PBI2009-tentang-Penerapan-Manajemen-Risiko-bagi-Bank-Umum.aspx,Peraturan Bank Indonesia tentang Perubahan atas Peraturan Bank Indonesia Nomor 5/8/PBI/2009 tentang Penerapan Manajemen Risiko bagi Bank Umum,11/ 25 /PBI/2009,Perbankan,Bank Umum,PPBI,2009,Success
Peraturan Bank Indonesia tentang Fasilitas Pendanaan Jangka Pendek Syariah bagi Bank Umum Syariah,/id/regulasi/Pages/PBI-tentang-Fasilitas-Pendanaan-Jangka-Pendek-Syariah-bagi-Bank-Umum-Syariah.aspx,Peraturan Bank Indonesia tentang Fasilitas Pendanaan Jangka Pendek Syariah bagi Bank Umum Syariah,11/24/PBI/2009,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2009,Success
Peraturan Bank Indonesia tentang Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/PBI-tentang-Bank-Pembiayaan-Rakyat-Syariah.aspx,Peraturan Bank Indonesia tentang Bank Pembiayaan Rakyat Syariah,11/23/PBI/2009,"Perbankan, Syariah","Bank Umum, BPR, Perbankan Syariah",PPBI,2009,Success
V.C.3. Perubahan Peraturan Nomor VC3 tentang Lembaga Penilaian Harga Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-VC3-tentang-Perubahan-Peraturan-Nomor-VC3-tentang-Lembaga-Penilaian-Harga-Efek.aspx,V.C.3. Perubahan Peraturan Nomor VC3 tentang Lembaga Penilaian Harga Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-183/BL/2009,Pasar Modal,"Perusahaan Efek, Wakil Perusahaan Efek",Klasifikasi Bapepam,2009,Success
X. C1. Laporan Lembaga Penyimpanan dan Penyelesaian Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-XC1-tentang-Laporan-Lembaga-Penyimpanan-dan-Penyelesaian.aspx,X. C1. Laporan Lembaga Penyimpanan dan Penyelesaian Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-182/BL/2009,Pasar Modal,Lembaga Penyimpanan dan Penyelesaian,Klasifikasi Bapepam,2009,Success
IX. A13.Penerbitan Efek Syariah Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-IXA13-tentang-Penerbitan-Efek-Syariah.aspx,IX. A13.Penerbitan Efek Syariah Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-181/BL/2009,Pasar Modal,Emiten dan Perusahaan Publik,Klasifikasi Bapepam,2009,Success
X.F.6. Publikasi Oleh Perusahaan Pemeringkat Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-XF6-tentang-Publikasi-Oleh-Perusahaan-Pemeringkat-Efek.aspx,X.F.6. Publikasi Oleh Perusahaan Pemeringkat Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-156/BL/2009,Pasar Modal,"Perusahaan Efek, Dokumen Publik dan Laporan",Klasifikasi Bapepam,2009,Success
X.F.5. Pemeliharaan Dokumen Oleh Perusahaan Pemeringkat Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-XF5-tentang-Pemeliharaan-Dokumen-Oleh-Perusahaan-Pemeringkat-Efek.aspx,X.F.5. Pemeliharaan Dokumen Oleh Perusahaan Pemeringkat Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-154/BL/2009,Pasar Modal,"Perusahaan Efek, Dokumen Publik dan Laporan",Klasifikasi Bapepam,2009,Success
X.F.4. Laporan Perusahaan Pemeringkat Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-XF4-tentang-Laporan-Perusahaan-Pemeringkat-Efek.aspx,X.F.4. Laporan Perusahaan Pemeringkat Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-153 /BL/2009,Pasar Modal,"Perusahaan Efek, Dokumen Publik dan Laporan",Klasifikasi Bapepam,2009,Success
V.H.4. Pedoman Perjanjian Pemeringkatan Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-VH4-tentang-Pedoman-Perjanjian-Pemeringkatan.aspx,V.H.4. Pedoman Perjanjian Pemeringkatan Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-152/BL/2009,Pasar Modal,Penasehat Investasi,Klasifikasi Bapepam,2009,Success
V.C.2. Perizinan Perusahaan Pemeringkat Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-VC2-tentang-Perizinan-Perusahaan-Pemeringkat-Efek.aspx,V.C.2. Perizinan Perusahaan Pemeringkat Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-151/BL/2009,Pasar Modal,"Bursa Efek, Perusahaan Efek, Wakil Perusahaan Efek, Penasehat Investasi",Klasifikasi Bapepam,2009,Success
Peraturan Bank Indonesia tentang Tindak Lanjut Penanganan terhadap Bank Perkreditan Rakyat dalam Status Pengawasan Khusus,/id/regulasi/Pages/PBI-tentang-Tindak-Lanjut-Penanganan-terhadap-Bank-Perkreditan-Rakyat-dalam-Status-Pengawasan-Khusus.aspx,Peraturan Bank Indonesia tentang Tindak Lanjut Penanganan terhadap Bank Perkreditan Rakyat dalam Status Pengawasan Khusus,11/ 20 /PBI/2009,Perbankan,"Bank Umum, BPR",PPBI,2009,Success
Peraturan Bank Indonesia tentang Sertifikasi Manajemen Risiko bagi Pengurus dan Pejabat Bank Umum,/id/regulasi/Pages/PBI-tentang-Sertifikasi-Manajemen-Risiko-bagi-Pengurus-dan-Pejabat-Bank-Umum.aspx,Peraturan Bank Indonesia tentang Sertifikasi Manajemen Risiko bagi Pengurus dan Pejabat Bank Umum,11/ 19 /PBI/2009,Perbankan,Bank Umum,PPBI,2009,Success
X. M.3. Pelaporan Transaksi Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-XM3-tentang-Pelaporan-Transaksi-Efek.aspx,X. M.3. Pelaporan Transaksi Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-123/BL/2009,Pasar Modal,Peraturan Lainnya,Klasifikasi Bapepam,2009,Success
IX. A2.Tata Cara Pendaftaran dalam Rangka Penawaran Umum Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-IX-A2-tentang-Tata-Cara-Pendaftaran-dalam-Rangka-Penawaran-Umum.aspx,IX. A2.Tata Cara Pendaftaran dalam Rangka Penawaran Umum Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-122/BL/2009,Pasar Modal,Emiten dan Perusahaan Publik,Klasifikasi Bapepam,2009,Success
Peraturan Bank Indonesia tentang Perubahan Kegiatan Usaha Bank Konvensional menjadi Bank Syariah,/id/regulasi/Pages/PBI-tentang-Perubahan-Kegiatan-Usaha-Bank-Konvensional-menjadi-Bank-Syariah.aspx,Peraturan Bank Indonesia tentang Perubahan Kegiatan Usaha Bank Konvensional menjadi Bank Syariah,11/ 15 /PBI/2009,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2009,Success
"Peraturan Menteri Keuangan Nomor 79/PMK.010/2009 tentang Sanksi Administratif Berupa Denda dan Tata Cara Penagihannya Terhadap Perusahaan Asuransi, Perusahaan Reasuransi, atau Perusahaan Penunjang Usaha Asuransi",/id/regulasi/Pages/PMK-Nomor-79PMK.010-Tahun-2009-tentang-Sanksi-Administratif-Berupa-Denda-dan-Tata-Cara-Penagihan.aspx,"Peraturan Menteri Keuangan Nomor 79/PMK.010/2009 tentang Sanksi Administratif Berupa Denda dan Tata Cara Penagihannya Terhadap Perusahaan Asuransi, Perusahaan Reasuransi, atau Perusahaan Penunjang Usaha Asuransi",79/PMK.010/2009,IKNB,Asuransi,Peraturan/Keputusan Mentri,2009,Success
Peraturan Bank Indonesia tentang Batas Maksimum Pemberian Kredit Bank Perkreditan Rakyat,/id/regulasi/Pages/PBI-tentang-Batas-Maksimum-Pemberian-Kredit-Bank-Perkreditan-Rakyat.aspx,Peraturan Bank Indonesia tentang Batas Maksimum Pemberian Kredit Bank Perkreditan Rakyat,11/13/PBI/2009,Perbankan,"Bank Umum, BPR",PPBI,2009,Success
Peraturan Bank Indonesia tentang Unit Usaha Syariah,/id/regulasi/Pages/PBI-tentang-Unit-Usaha-Syariah.aspx,Peraturan Bank Indonesia tentang Unit Usaha Syariah,11/10/PBI/2009,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2009,Success
III. C.3. Direktur Lembaga Penyimpanan dan Penyelesaian Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal,/id/regulasi/Pages/BAPEPAM-IIIC3-tentang-Direktur-Lembaga-Penyimpanan-dan-Penyelesaian.aspx,III. C.3. Direktur Lembaga Penyimpanan dan Penyelesaian Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal,KEP- 14/BL/2009,Pasar Modal,Lembaga Penyimpanan dan Penyelesaian,Klasifikasi Bapepam,2009,Success
III. B3. Direktur Lembaga Kliring dan Penjaminan Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-IIIB3-tentang-Direktur-Lembaga-Kliring-dan-Penjaminan.aspx,III. B3. Direktur Lembaga Kliring dan Penjaminan Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP- 13/BL/2009,Pasar Modal,Lembaga Kliring dan Penjaminan,Klasifikasi Bapepam,2009,Success
Peraturan Bank Indonesia tentang Bank Umum Syariah,/id/regulasi/Pages/PBI-tentang-Bank-Umum-Syariah.aspx,Peraturan Bank Indonesia tentang Bank Umum Syariah,11/3/PBI/2009,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2009,Success
Peraturan Bank Indonesia tentang Perubahan Ketiga atas Peraturan Bank Indonesia Nomor 7/2/PBI/2005 tentang Penilaian Kualitas Aktiva Bank Umum,/id/regulasi/Pages/PBI-tentang-Perubahan-Ketiga-atas-PBI-Nomor-72PBI2005-tentang-Penilaian-Kualitas-Aktiva-Bank-Umum.aspx,Peraturan Bank Indonesia tentang Perubahan Ketiga atas Peraturan Bank Indonesia Nomor 7/2/PBI/2005 tentang Penilaian Kualitas Aktiva Bank Umum,11/2/PBI/2009,Perbankan,Bank Umum,PPBI,2009,Success
Peraturan Bank Indonesia tentang Bank Umum,/id/regulasi/Pages/PBI-tentang-Bank-Umum.aspx,Peraturan Bank Indonesia tentang Bank Umum,11/ 1 /PBI/2009,Perbankan,Bank Umum,PPBI,2009,Success
Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 2 Tahun 2008 Tentang Perubahan Kedua Atas Undang- Undang Nomor 23 Tahun 1999 Tentang Bank Indonesia Menjadi Undang-Undang,/id/regulasi/Pages/Penetapan-Peraturan-Pemerintah-Pengganti-Undang-Undang-Nomor-2-Tahun-2008-Tentang-Bank-Indonesia-Menjadi-Undang-Undang.aspx,​Undang-Undang Republik Indonesia Nomor 6 Tahun 2009 Tentang Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 2 Tahun 2008 Tentang Perubahan Kedua Atas Undang-Undang Nomor 23 Tahun 1999 Tentang Bank Indonesia Menjadi Undang-Undang.,6 TAHUN 2009,Perbankan,Peraturan Lainnya,Undang-Undang,2009,Success
Undang-Undang Republik Indonesia tentang Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 2 Tahun 2008 tentang Perubahan Kedua atas Undang-Undang Nomor 23 Tahun 1999 tentang Bank Indonesia Menjadi Undang-Undang,/id/regulasi/Pages/UU-Republik-Indonesia-tentang-Penetapan-Peraturan-Pemerintah-Pengganti-Undang-Undang-Nomor-2-Tahun-2008.aspx,Undang-Undang Republik Indonesia tentang Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 2 Tahun 2008 tentang Perubahan Kedua atas Undang-Undang Nomor 23 Tahun 1999 tentang Bank Indonesia Menjadi Undang-Undang,6 Tahun 2009,Perbankan,Bank Umum,Undang-Undang,2009,Success
Lembaga Pembiayaan Ekspor Indonesia,/id/regulasi/Pages/Lembaga-Pembiayaan-Ekspor-Indonesia.aspx,​Undang-undang nomor 2 tahun 2009 tentang Lembaga Pembiayaan Ekspor Indonesia.,2 Tahun 2009,IKNB,"Lembaga Jasa Keuangan Khusus, Peraturan Lainnya",Undang-Undang,2009,Success
Undang-Undang Republik Indonesia tentang Lembaga Pembiayaan Ekspor Impor,/id/regulasi/Pages/UU-Republik-Indonesia-tentang-Lembaga-Pembiayaan-Ekspor-Impor.aspx,Undang-Undang Republik Indonesia tentang Lembaga Pembiayaan Ekspor Impor,2 Tahun 2009,IKNB,Lembaga Pembiayaan,Undang-Undang,2009,Success
Peraturan Pemerintah Republik Indonesia Nomor 81 Tahun 2008 tentang Perubahan Ketiga atas Peraturan Pemerintah Nomor 73 Tahun 1992 tentang Penyelenggaraan Usaha Perasuransian,/id/regulasi/Pages/PP-RI-Nomor-81-Tahun-2008-tentang-Perubahan-Ketiga-atas-Peraturan-Pemerintah-Nomor-73-Tahun-1992.aspx,Peraturan Pemerintah Republik Indonesia Nomor 81 Tahun 2008 tentang Perubahan Ketiga atas Peraturan Pemerintah Nomor 73 Tahun 1992 tentang Penyelenggaraan Usaha Perasuransian,81 Tahun 2008,IKNB,Asuransi,Peraturan Pemerintah,2008,Success
Peraturan Bank Indonesia tentang Peraturan Pelaksanaan Penanganan Khusus Permasalahan Perbankan Pascabencana Nasional di Provinsi Nanggroe Aceh Darussalam dan Kepulauan Nias Provinsi Sumatera Utara,/id/regulasi/Pages/PBI-tentang-Peraturan-Pelaksanaan-Penanganan-Khusu-Permasalahan-Perbankan-Pascabencana-Nasional-.aspx,Peraturan Bank Indonesia tentang Peraturan Pelaksanaan Penanganan Khusus Permasalahan Perbankan Pascabencana Nasional di Provinsi Nanggroe Aceh Darussalam dan Kepulauan Nias Provinsi Sumatera Utara,10/ 39 /PBI/2008,Perbankan,Bank Umum,PPBI,2008,Success
